Position,Column Label,Answer Type,Important Text,Question Text,Group Text,Sub Question Text,Answer Text,Question ID,Group #,Sub Question #,Answer #,Report As,Answer Values...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Q111,Drop-Down-Item,In which state or US Territory do you reside?,In which state or US Territory do you reside?,,,,Q111,1,1,,,1 = Alabama,2 = Alaska,3 = Arizona,4 = Arkansas,5 = California,6 = Colorado,7 = Connecticut,8 = Delaware,9 = District of Columbia,10 = Florida,11 = Georgia,12 = Hawaii,13 = Idaho,14 = Illinois,15 = Indiana,16 = Iowa,17 = Kansas,18 = Kentucky,19 = Louisiana,20 = Maine,21 = Maryland,22 = Massachusetts,23 = Michigan,24 = Minnesota,25 = Mississippi,26 = Missouri,27 = Montana,28 = Nebraska,29 = Nevada,30 = New Hampshire,31 = New Jersey,32 = New Mexico,33 = New York,34 = North Carolina,35 = North Dakota,36 = Ohio,37 = Oklahoma,38 = Oregon,39 = Pennsylvania,40 = Rhode Island,41 = South Carolina,42 = South Dakota,43 = Tennessee,44 = Texas,45 = Vermont,46 = Virginia,47 = Washington,48 = West Virginia,49 = Wisconsin,50 = Wyoming,51 = US Outlying Islands,52 = Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Q112,Drop-Down-Item,In which of the following counties do you currently reside?,In which of the following counties do you currently reside?,,,,Q112,1,1,,,1 = Anderson,2 = Bedford,3 = Benton,4 = Bledsoe,5 = Blount,6 = Bradley,7 = Campbell,8 = Cannon,9 = Carroll,10 = Carter,11 = Cheatham,12 = Chester,13 = Claiborne,14 = Clay,15 = Cocke,16 = Coffee,17 = Crockett,18 = Cumberland,19 = Davidson,20 = Decatur,21 = Dekalb,22 = Dickson,23 = Dyer,24 = Fayette,25 = Fentress,26 = Franklin,27 = Gibson,28 = Giles,29 = Grainger,30 = Greene,31 = Grundy,32 = Hamblen,33 = Hamilton,34 = Hancock,35 = Hardeman,36 = Hardin,37 = Hawkins,38 = Haywood,39 = Henderson,40 = Henry,41 = Hickman,42 = Houston,43 = Humphreys,44 = Jackson,45 = Jefferson,46 = Johnson,47 = Knox,48 = Lake,49 = Lauderdale,50 = Lawrence,51 = Lewis,52 = Lincoln,53 = Loudon,54 = McMinn,55 = McNairy,56 = Macon,57 = Madison,58 = Marion,59 = Marshall,60 = Maury,61 = Meigs,62 = Monroe,63 = Montgomery,64 = Moore,65 = Morgan,66 = Obion,67 = Overton,68 = Perry,69 = Pickett,70 = Polk,71 = Putnam,72 = Rhea,73 = Roane,74 = Robertson,75 = Rutherford,76 = Scott,77 = Sequatchie,78 = Sevier,79 = Shelby,80 = Smith,81 = Stewart,82 = Sullivan,83 = Sumner,84 = Tipton,85 = Trousdale,86 = Unicoi,87 = Union,88 = Van Buren,89 = Warren,90 = Washington,91 = Wayne,92 = Weakley,93 = White,94 = Williamson,95 = Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Q113,Number,What is your zip code?,What is your zip code?,,,,Q113,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Q114,Single-Punch-Item,Which of the following areas of Davidson County do you live in?,Which of the following areas of Davidson County do you live in?,,,,Q114,1,1,,,1 = Downtown/Midtown Nashville,2 = North Nashville,3 = East Nashville,4 = Southeast Nashville,5 = South Nashville,6 = West Nashville,7 = Goodlettsville,8 = Hermitage,9 = Madison,10 = Old Hickory,11 = Whites Creek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,HQ115,Single-Punch-Item,COMPUTED NASHVILLE AREA,COMPUTED NASHVILLE AREA,,,,HQ115,1,1,,,1 = North,2 = South,3 = Southeast,4 = East,5 = West,6 = Downtown,7 = Goodlettsville,8 = Hermitage,9 = Madison,10 = Old hickory,11 = White creek,12 = Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Q120,Single-Punch-Item,"Are you of Hispanic or Latin American origin, such as Mexican, Puerto Rican, Dominican, Cuban, Central American, or South American?","Are you of Hispanic or Latin American origin, such as Mexican, Puerto Rican, Dominican, Cuban, Central American, or South American?",,,,Q120,1,1,,,"1 = Yes, of Hispanic or Latin American origin","2 = No, not of Hispanic or Latin American origin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Q122_1,Multi-Punch-Item,"Yes, Arab","Are you of middle eastern or north African origin, such as Arab, Kurdish?  Select all that apply.",,,"Yes, Arab",Q122,1,1,1,1,0 = No,1 = Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Q122_2,Multi-Punch-Item,"Yes, Kurdish","Are you of middle eastern or north African origin, such as Arab, Kurdish?  Select all that apply.",,,"Yes, Kurdish",Q122,1,1,2,1,0 = No,1 = Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Q122_3,Multi-Punch-Item,"Yes, other middle eastern or north African origin","Are you of middle eastern or north African origin, such as Arab, Kurdish?  Select all that apply.",,,"Yes, other middle eastern or north African origin",Q122,1,1,3,1,0 = No,1 = Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Q122_4,Multi-Punch-Item,"No, not of middle eastern or north African origin","Are you of middle eastern or north African origin, such as Arab, Kurdish?  Select all that apply.",,,"No, not of middle eastern or north African origin",Q122,1,1,4,1,0 = No,1 = Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Q125_1,Multi-Punch-Item,American Indian or Alaska Native,Which of the following categories indicates the racial or ethnic background that you consider yourself to be? Select all that apply.,,,American Indian or Alaska Native,Q125,1,1,1,1,0 = No,1 = Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Q125_2,Multi-Punch-Item,Asian or Asian American,Which of the following categories indicates the racial or ethnic background that you consider yourself to be? Select all that apply.,,,Asian or Asian American,Q125,1,1,2,1,0 = No,1 = Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Q125_3,Multi-Punch-Item,Black or African American,Which of the following categories indicates the racial or ethnic background that you consider yourself to be? Select all that apply.,,,Black or African American,Q125,1,1,3,1,0 = No,1 = Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Q125_4,Multi-Punch-Item,Native Hawaiian or other Pacific Islander,Which of the following categories indicates the racial or ethnic background that you consider yourself to be? Select all that apply.,,,Native Hawaiian or other Pacific Islander,Q125,1,1,4,1,0 = No,1 = Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Q125_5,Multi-Punch-Item,White,Which of the following categories indicates the racial or ethnic background that you consider yourself to be? Select all that apply.,,,White,Q125,1,1,5,1,0 = No,1 = Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Q125_6,Multi-Punch-Item-Specify,Some other race (please specify),Which of the following categories indicates the racial or ethnic background that you consider yourself to be? Select all that apply.,,,Some other race (please specify),Q125,1,1,6,1,0 = No,1 = Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Q125_6_Other,Multi-Punch-Item-Specify,Some other race (please specify)::Other,Which of the following categories indicates the racial or ethnic background that you consider yourself to be? Select all that apply.,,,Some other race (please specify),Q125,1,1,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,HQ130,Single-Punch-Item,Race/Hispanic Origin (Combined),Race/Hispanic Origin (Combined),,,,HQ130,1,1,,,1 = H/L (Hispanic/Latino),2 = Kurdish,3 = White,4 = AA/B (African America/Black),5 = AAPI (Asian American and Pacific Islander),6 = Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,ETHNICITY,Single-Punch-Item,ETHNICITY,ETHNICITY,,,,ETHNICITY,1,1,,,1 = White,2 = AA/B,3 = H/L,4 = OTHER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,QUOTA_CHECK,Multi-Punch-Item,Run quota check?,"This question will not be seen in live mode.This variable is used to determine if the quota check should be run or not. If the checkbox below is checked, the quota check will be run when this page is submitted. In live mode, this page will be hidden and a",,,Run quota check?,QUOTA_CHECK,1,1,1,1,0 = No,1 = Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,SAMPLE_SPLIT,Single-Punch-Item,Leastfill Sample Split,Leastfill Sample Split,,,,SAMPLE_SPLIT,1,1,,,1 = 1,2 = 2,3 = 3,4 = 4,5 = 5,6 = 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,QUESTIONS_1,Multi-Punch-Item,Q315. Emotions (Positive),Question Assignment based on sample split,,,Q315. Emotions (Positive),QUESTIONS,1,1,1,1,0 = No,1 = Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,QUESTIONS_2,Multi-Punch-Item,Q320. Values (Positive),Question Assignment based on sample split,,,Q320. Values (Positive),QUESTIONS,1,1,2,1,0 = No,1 = Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,QUESTIONS_3,Multi-Punch-Item,Q415. Emotions (Negative),Question Assignment based on sample split,,,Q415. Emotions (Negative),QUESTIONS,1,1,3,1,0 = No,1 = Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,QUESTIONS_4,Multi-Punch-Item,Q420. Values (Negative),Question Assignment based on sample split,,,Q420. Values (Negative),QUESTIONS,1,1,4,1,0 = No,1 = Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,QUESTIONS_5,Multi-Punch-Item,Q520. Growth Positives,Question Assignment based on sample split,,,Q520. Growth Positives,QUESTIONS,1,1,5,1,0 = No,1 = Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,QUESTIONS_6,Multi-Punch-Item,Q525. Growth Negatives,Question Assignment based on sample split,,,Q525. Growth Negatives,QUESTIONS,1,1,6,1,0 = No,1 = Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,QUESTIONS_7,Multi-Punch-Item,Q530_a-e. Statements,Question Assignment based on sample split,,,Q530_a-e. Statements,QUESTIONS,1,1,7,1,0 = No,1 = Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,QUESTIONS_8,Multi-Punch-Item,Q530_f-j. Statements,Question Assignment based on sample split,,,Q530_f-j. Statements,QUESTIONS,1,1,8,1,0 = No,1 = Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,QUESTIONS_9,Multi-Punch-Item,PILLARS: Affordability Q600/Q610/Q620,Question Assignment based on sample split,,,PILLARS: Affordability Q600/Q610/Q620,QUESTIONS,1,1,9,1,0 = No,1 = Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,QUESTIONS_10,Multi-Punch-Item,PILLARS: Mobility Q630/Q635/Q640,Question Assignment based on sample split,,,PILLARS: Mobility Q630/Q635/Q640,QUESTIONS,1,1,10,1,0 = No,1 = Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,QUESTIONS_11,Multi-Punch-Item,PILLARS: Education Q650/Q660/Q665,Question Assignment based on sample split,,,PILLARS: Education Q650/Q660/Q665,QUESTIONS,1,1,11,1,0 = No,1 = Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,QUESTIONS_12,Multi-Punch-Item,PILLARS: Community Q700/Q710,Question Assignment based on sample split,,,PILLARS: Community Q700/Q710,QUESTIONS,1,1,12,1,0 = No,1 = Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Q200,Single-Punch-Item,"Now please imagine a ladder that represents your quality of life here in Nashville. The ladder has 10 steps, and the tenth step represents the best possible life for you and the first step represents the worst possible life for you. On which step would yo","Now please imagine a ladder that represents your quality of life here in Nashville. The ladder has 10 steps, and the tenth step represents the best possible life for you and the first step represents the worst possible life for you. On which step would yo",,,,Q200,1,1,,,1 = Lowest step/ Worst possible life1,2 = 2,3 = 3,4 = 4,5 = 5,6 = 6,7 = 7,8 = 8,9 = 9,10 = Highest step/ Best possible life10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
